page_url,writer,date,title,content
https://www.ndtv.com/latest/page-6,Reuters," Monday April 11, 2022                                                        
                                                        ",Google Sues Puppy Scammer After Tip From AARP; Scammer Used Services to Sell Fake Pets,Google is suing an alleged puppy scammer who used its services to sell fake pets online. The scammer used Gmail and Google Voice accounts to fool his victims and request payments.
https://www.ndtv.com/latest/page-6,Apoorva Sinha," Monday April 11, 2022                                                        
                                                        ",Global PC Shipments Declined in Q1 2022 Following 2 Years of Growth: IDC,"The global PC market witnessed a slowdown in both the education and consumer markets, but still managed to exceed previous forecasts. Lenovo led the charge, and was followed by HP, Dell, and Apple."
https://www.ndtv.com/latest/page-6,Reuters," Monday April 11, 2022                                                        
                                                        ",Apple Said To Face Additional EU Antitrust Charge in Coming Weeks in Music Streaming Probe,Apple is said to be facing additional anti-trust charges from the European Union (EU) in the coming weeks. The investigation was started last year when Spotify filed a complaint against Apple for distorting competition in the music streaming market.
https://www.ndtv.com/latest/page-6,Shomik Sen Bhattacharjee," Monday April 11, 2022                                                        
                                                        ",AC Milan Launches First-Ever NFT Collection to Support Charity Projects,"Serie A and Italian football giants AC Milan has announced its first-ever official NFT project, in collaboration with Fansea and BitMex. A limited-edition 3D NFT of a special jersey recovered from South Sudan will be put up for sale from April 14 with proceeds directed towards charitable projects."
https://www.ndtv.com/latest/page-7,Somdatta Saha," Monday April 11, 2022                                                        
                                                        ",Love Momo? Pair It With Nepali Tamatar Ki Chutney And Try - NDTV Food Recommendation,This Nepali-style tomato chutney adds the right amount of tanginess and spice to your meal. Watch the recipe inside.
https://www.ndtv.com/latest/page-7,Niharika Sanjeeiv," Monday April 11, 2022                                                        
                                                        ","Spotted At Ranbir Kapoor's Mumbai Home, A Taxi Delivering Sabyasachi Outfits","Ranbir, Alia Marriage: The couple has reportedly picked pastel shades for their wedding outfits"
https://www.ndtv.com/latest/page-7,Press Trust of India," Monday April 11, 2022","Domestic Air Traffic Rose In 2021-22, Yet 40% Lower Than Pre-Pandemic Level: ICRA",India's domestic air passenger traffic is estimated to have grown by around 59 per cent year-on-year to 84 million in 2021-22
https://www.ndtv.com/latest/page-7,Aditi Ahuja," Monday April 11, 2022                                                        
                                                        ","Wait, What? Gordon Ramsay Cuts Up A Fish Blindfolded, Internet Is Awestruck","Celebrated chef Gordon Ramsay managed to cut up a fish, while his eyes were blindfolded! Take a look at the viral clip that left us awestruck."
https://www.ndtv.com/latest/page-7,Preetam Bora," Monday April 11, 2022                                                        
                                                        ",2022 Yamaha MT-15 Version 2.0 Launched; Prices Begin At Rs. 1.60 Lakh,"The new Yamaha MT-15 now gets an upside down front fork, aluminium swingarm, new digital instrument console with Bluetooth Y-Connect app and new colours."
https://www.ndtv.com/latest/page-7,Arnab Mitra," Monday April 11, 2022                                                        
                                                        ","Now, JEE Main 2022 Dates Clash With These Competitive Exams","JEE Main 2022: JEE Main session 1 is scheduled to be held from June 20 to 29, and session 2 from July 21 to 30"
https://www.ndtv.com/latest/page-7,Animesh Singh," Monday April 11, 2022                                                        
                                                        ",India's Trade With Ukraine Surged 19% Between 2020-21 And 2021-22,India's trade with war-torn Ukraine has seen a 19 per cent rise between 2020-21 and February 2021-22
https://www.ndtv.com/latest/page-7,Rahul Karunakar," Monday April 11, 2022                                                        
                                                        ","TCS Reports 7.3% Rise In March Quarter Net Profit To Rs 9,959 Crore","Tata Consultancy Services Ltd (TCS) reported a 7.3 per cent rise in net profit to Rs 9,959 crore in the January-March quarter and total revenue of 51,572 crore from a year earlier."
https://www.ndtv.com/latest/page-7,Reuters," Monday April 11, 2022                                                        
                                                        ","NFT Prices May Drop Sharply After Initial Surge, Say Experts","The NFT bubble isn't popping, but it may have sprung a leak. A year on from when a single non-fungible token sold for $69.3 million in crypto at Christie's auction house, with the buyer paying to be recorded on blockchain as the owner of a digital file that anyone can see online for free, this weird and wild market is showing some signs of slowing down."
https://www.ndtv.com/latest/page-7,NDTV Movies News Desk," Monday April 11, 2022                                                        
                                                        ","Shahid Kapoor's Jersey Avoids Clash With KGF: Chapter 2 This Week, Postponed To...",Jersey has already been postponed many times because of the pandemic
https://www.ndtv.com/latest/page-7,NDTV Health Desk," Monday April 11, 2022                                                        
                                                        ",Ramzan 2022: Here Are 5 Tips On Healthy Eating,Eating healthy meals during Ramzan is essential. Here Are A Few Tips.
https://www.ndtv.com/latest/page-7,Press Trust of India," Monday April 11, 2022                                                        
                                                        ",Delhi High Court Dismisses Pleas Against 6 Years+ Age Requirement For Class 1 KV Admission,"The Central government, represented by Additional Solicitor General Chetan Sharma, argued that there was no ""vested right"" in the petitioners to seek admission in KV and the petitioners would become eligible for admission next year."
https://www.ndtv.com/latest/page-7,Reuters," Monday April 11, 2022                                                        
                                                        ","India's March Fuel Demand Hits 3-yr High, Petrol Sales At All-Time Peak","Fuel consumption in India rose to 19.41 million tonnes, the highest since March 2019 as per the oil ministry's Petroleum Planning and Analysis Cell data."
https://www.ndtv.com/latest/page-7,Pavitra K," Monday April 11, 2022                                                        
                                                        ",National Safe Motherhood Day: 5 Important Nutrients For Strengthening Bones In Women,National Safe Motherhood Day: Constant and adequate supply of nutrients is needed for bone development and strengthening.
https://www.ndtv.com/latest/page-7,Ashwin Rajagopalan," Monday April 11, 2022                                                        
                                                        ",Madurai Kizhangu Pottalam: Try These Delicious Potato Parcels From Tamil Nadu,Madurai has long remained one of the cultural hotspots of Tamil Nadu
https://www.ndtv.com/latest/page-8,Ashwin Rajagopalan," Monday April 11, 2022                                                        
                                                        ",Madurai Kizhangu Pottalam: Try These Delicious Potato Parcels From Tamil Nadu,Madurai has long remained one of the cultural hotspots of Tamil Nadu
https://www.ndtv.com/latest/page-8,Rahul Karunakar," Monday April 11, 2022                                                        
                                                        ",Brent Crude Falls Over 3% And Crashes To below $100 Per barrel,"Brent crude oil fell over 3 per cent to crash below $100 per barrel, following the second straight weekly decline, pressured by China lockdowns and weighed by a surplus boost after announced plans to release a record volume of crude and oil products from strategic stocks."
https://www.ndtv.com/latest/page-8,Ashwin Rajagopalan," Monday April 11, 2022                                                        
                                                        ",Mutton Sambar: An Unusual Dish That Typifies Pondicherry's Franco Tamil Cuisine,"Pushpa calls it the Margandam Mutton Sambhar, a popular dish among diners who have dined at her home. The French used to refer to the lamb used in Pondicherian ""mouton"" (mutton)."
https://www.ndtv.com/latest/page-8,NDTV Movies News Desk," Monday April 11, 2022                                                        
                                                        ","Sunny Leone's Maldives Adventure: A Night Swim Coming Up In 3, 2, 1","""Mood for a night swim,"" she wrote read"
https://www.ndtv.com/latest/page-8,Pragya Subedy," Monday April 11, 2022                                                        
                                                        ",'Tis The Season Of Raw Mangoes: 7 Kachi Keri Recipes You Need To Try This Summer,"There's more than one way to enjoy mango! From curries to juice to even salads, here is how you can relish raw mangoes in 7 delicious forms."
https://www.ndtv.com/latest/page-8,Jaiveer Mehra," Monday April 11, 2022                                                        
                                                        ",David Beckham Gifts Son Lunaz-Built 1954 Jaguar XK140 EV,Resto-mod EV was presented by Beckham to his eldest son Brooklyn as a wedding gift.
https://www.ndtv.com/latest/page-8,Debika Chakraborty," Monday April 11, 2022                                                        
                                                        ","CBSE Term 2 Class 10, Class 12 Admit Cards To Be Released Soon; Know How To Download","CBSE Class 10 and 12 term 2 examinations start from April 26, 2022."
https://www.ndtv.com/latest/page-8,Aditi Ahuja," Monday April 11, 2022                                                        
                                                        ",This Expensive Burger Sold By US Baseball Team Costs A Whopping Rs. 19 Lakhs,"An extremely expensive burger has been launched by a US-based football club, and it has got Twitter users in a frenzy."
https://www.ndtv.com/latest/page-8,Reuters," Monday April 11, 2022",European Union To Meet OPEC Leaders Amid Greater Oil Output Demand,European Union (EU) officials will hold talks in Vienna with OPEC representatives on Monday amid calls for the producer group to increase output
https://www.ndtv.com/latest/page-8,Pragya Subedy," Monday April 11, 2022                                                        
                                                        ",Healthy Snacking: 5 Snacks Made With Different Dal For A Protein-Rich Tea Time Indulgence,Looking for healthy and nutritious snacks? Try these 5 absolute delish recipes that can be made with common Indian dals.
https://www.ndtv.com/latest/page-8,Mridusmita Deka," Monday April 11, 2022                                                        
                                                        ",AP POLYCET 2022 Application Process Begins; Details Here,Candidates can apply online at polycetap.nic.in for AP POLYCET by May 5. AP POLYCET has been scheduled to be held on May 29.
https://www.ndtv.com/latest/page-8,Neha Grover," Monday April 11, 2022                                                        
                                                        ",Watch: Man Tries Hairstyles With Different Food Items; The Videos Will Leave You In Splits,Bizarre Videos: Now we don't know why he is doing this but it's sure a lot of fun to watch our favourite foods coming alive as some quirky hairdos.
https://www.ndtv.com/latest/page-8,Pragya Subedy," Monday April 11, 2022                                                        
                                                        ","Hydration, Nutrition, And More: Sabja Seeds Recipes And Their Benefits For Summer",Sabja Seeds are known to be great for hydration and helping the gut in summers. Try out these three easy recipes made with sabja seeds.
https://www.ndtv.com/latest/page-8,NDTV Movies News Desk," Monday April 11, 2022                                                        
                                                        ",What Shiv Subramaniam's Last Co-Stars Abhimanyu Dassani And Sanya Malhotra Posted,"Shiv Subramaniam was last seen in the 2021 film Meenakshi Sundareshwar, playing a Tamil patriarch"
https://www.ndtv.com/latest/page-8,Seshan Vijayraghvan," Monday April 11, 2022                                                        
                                                        ",All-Electric Tata Ace EV Light Commercial Vehicle Spotted Testing During TVC Shoot,The Tata Ace EV was recently spotted during a television commercial shoot. We expect the new electric mini-truck to make its debut later in April 2022.
